city,artist,weekend,pop,month,score,genre,maxprice
Raleigh,Dan + Shay,1,431746,6,76,Country,98.5
Raleigh,Justin Timberlake,1,431746,1,85,Rock,225
Raleigh,Niall Horan,1,431746,9,78,Rock,118
Omaha,Luke Bryan,0,434353,8,79,Country,86.75
Atlanta,Bad Bunny,0,447841,11,95,Hip-Hop/Rap,144.5
Atlanta,Ty Dolla $ign,0,447841,9,92,Hip-Hop/Rap,94.5
Atlanta,Jason Aldean,1,447841,7,79,Country,249
Atlanta,Ed Sheeran,1,447841,11,94,Pop,120
Atlanta,Godsmack,0,447841,8,71,Rock,109.5
Atlanta,Janelle Monae,1,447841,8,76,R&B,79.5
Atlanta,G-Eazy,0,447841,9,88,Hip-Hop/Rap,94.5
Atlanta,Camila Cabello,0,447841,8,88,Rock,1495
Atlanta,Drake,0,447841,11,99,Hip-Hop/Rap,199.5
Atlanta,Taylor Swift,0,447841,8,89,Rock,1495
Atlanta,Janelle Monae,1,447841,8,76,R&B,79.5
Atlanta,Shinedown,0,447841,8,76,Rock,109.5
Atlanta,Justin Timberlake,0,447841,1,85,Rock,254
Atlanta,Lynyrd Skynyrd,1,447841,9,74,Rock,234.5
Atlanta,Rich The Kid,0,447841,7,85,R&B,159.99
Atlanta,Dua Lipa,1,447841,6,92,Rock,35
Atlanta,Chris Brown,0,447841,7,90,R&B,159.99
Atlanta,Cardi B,1,447841,9,93,Hip-Hop/Rap,250
Atlanta,Luke Combs,1,447841,7,79,Country,249
Atlanta,Drake,1,447841,11,99,Hip-Hop/Rap,199.5
Atlanta,Logic,0,447841,6,88,Hip-Hop/Rap,99.5
Atlanta,Chris Stapleton,1,447841,10,80,Country,89.75
Atlanta,Lil Uzi Vert,0,447841,9,89,Hip-Hop/Rap,94.5
Atlanta,Migos,0,447841,11,90,Hip-Hop/Rap,199.5
Atlanta,NF,0,447841,6,81,Hip-Hop/Rap,99.5
Atlanta,Post Malone,1,447841,6,100,Hip-Hop/Rap,300
Atlanta,Shawn Mendes,0,447841,7,93,Rock,85.5
Atlanta,Savage,1,447841,6,89,Hip-Hop/Rap,300
Virginia Beach,Lynyrd Skynyrd,0,448479,7,74,Rock,215
Virginia Beach,Godsmack,1,448479,8,71,Rock,386
Virginia Beach,Chris Brown,0,448479,7,90,R&B,541
Virginia Beach,Rae Sremmurd,1,448479,8,87,Hip-Hop/Rap,379.5
Virginia Beach,Dan + Shay,0,448479,6,76,Country,90.25
Virginia Beach,Shinedown,1,448479,8,76,Rock,386
Virginia Beach,Imagine Dragons,0,448479,7,89,Rock,120.5
Virginia Beach,Rich The Kid,0,448479,7,85,R&B,541
Virginia Beach,Kenny Chesney,0,448479,6,76,Country,135
Fresno,Metallica,1,509924,12,82,Metal,132
Fresno,Bad Bunny,0,509924,9,95,Hip-Hop/Rap,145.5
Fresno,J Balvin,0,509924,9,95,Hip-Hop/Rap,350
Tucson,Bad Bunny,0,526116,8,95,Hip-Hop/Rap,139
Albuquerque,G-Eazy,1,556495,8,88,Hip-Hop/Rap,79.5
Albuquerque,Ty Dolla $ign,1,556495,8,92,Hip-Hop/Rap,79.5
Albuquerque,Bad Wolves,1,556495,7,68,Metal,100
Albuquerque,Chris Stapleton,0,556495,8,80,Country,79.75
Albuquerque,Rae Sremmurd,0,556495,8,87,Hip-Hop/Rap,98.5
Albuquerque,Imagine Dragons,0,556495,7,89,Rock,149.5
Albuquerque,Charlie Puth,1,556495,8,87,Rock,79
Albuquerque,Lil Uzi Vert,1,556495,8,89,Hip-Hop/Rap,79.5
Albuquerque,Shinedown,1,556495,8,76,Rock,89.5
Albuquerque,Keith Urban,1,556495,7,77,Country,110.25
Milwaukee,Ed Sheeran,0,599164,10,94,Pop,119.5
Milwaukee,Florida Georgia Line,1,599164,6,85,Country,104.25
Milwaukee,Darius Rucker,1,599164,9,71,Country,104.8
Milwaukee ,Leon Bridges,1,599164,9,76,R&B,93.48
Milwaukee,Foster The People,0,599164,7,77,Rock,50
Milwaukee,Luke Combs,0,599164,7,79,Country,119.62
Milwaukee,MercyMe,0,599164,10,65,Rock,62
Milwaukee,Shawn Mendes,0,599164,7,93,Rock,99.14
Milwaukee ,Janelle Monae,0,599164,7,76,R&B,30.47
Milwaukee,Metallica,0,599164,10,82,Metal,135
Milwaukee,Logic,0,599164,6,88,Rock,109.4
Milwaukee,The Weeknd,1,599164,7,93,Hip-Hop/Rap,165.78
Milwaukee,Halsey,0,599164,6,85,Rock,109.4
Milwaukee,Justin Timberlake,0,599164,9,85,Rock,229
Milwaukee,Maroon,1,599164,9,88,Rock,149.5
Milwaukee,Bebe Rexha,1,599164,6,87,Country,104.25
Milwaukee,Marshmello,0,599164,6,89,Dance/Electronic,50
Portland,Logic,1,609456,7,88,Hip-Hop/Rap,79.5
Portland,Sam Smith,0,609456,9,86,Rock,123
Portland,Godsmack,0,609456,10,71,Rock,77.5
Portland,NF,1,609456,7,81,Hip-Hop/Rap,79.5
Portland,Shinedown,0,609456,10,76,Rock,77.5
Portland,Bad Wolves,0,609456,6,68,Metal,20
Portland,Luke Bryan,0,609456,10,79,Country,124
Portland,P!nk,1,609456,4,82,Rock,207.45
Portland,Panic! At The Disco,1,609456,8,84,Rock,68.75
Portland,Metallica,0,609456,12,82,Metal,133
Portland,MercyMe,1,609456,11,65,Rock,86.75
Portland,Justin Timberlake,0,609456,11,85,Rock,225
Louisville,Taylor Swift,1,609893,6,89,Rock,1494
Louisville,Camila Cabello,1,609893,6,88,Rock,1494
Louisville,Metallica,1,609893,3,82,Metal,130
Baltimore,Panic! At The Disco,1,622104,7,84,Rock,67.75
Baltimore,Chris Stapleton,1,622104,11,80,Country,86.75
Nashville,Taylor Swift,1,634464,8,89,Rock,600
Nashville,Camila Cabello,1,634464,8,88,Rock,600
Nashville,Kenny Chesney,1,634464,8,76,Country,275
Nashville,Brett Young,0,634464,10,71,Folk,39.5
Nashville,Bad Bunny,1,634464,9,95,Hip-Hop/Rap,153.36
Nashville,Maren Morris,1,634464,7,82,Rock,107
Nashville,Niall Horan,1,634464,7,78,Rock,107
Nashville,Adele,0,634464,6,83,Comedy,198
Nashville,Cardi B,1,634464,10,93,Rock,195
Nashville,Cardi B,1,634464,10,93,Rock,195
Nashville,Sam Smith,1,634464,7,86,Rock,120.5
Nashville,Childish Gambino,0,634464,10,87,Hip-Hop/Rap,125
Nashville,Leon Bridges,0,634464,8,76,R&B,82
Nashville,Kane Brown,1,634464,9,77,Country,65
Nashville,Janelle Monae,0,634464,7,76,R&B,59.5
Nashville,Halsey,0,634464,7,85,Rock,69.5
Nashville,Ed Sheeran,1,634464,10,94,Pop,116.5
Nashville,Maroon,1,634464,9,88,Rock,145
Nashville,Bruno Mars,1,634464,10,88,Rock,195
Nashville,Bruno Mars,1,634464,10,88,Rock,195
Nashville,Migos,0,634464,9,90,Hip-Hop/Rap,175
Nashville,Luke Combs,0,634464,9,79,Country,81
Nashville,P!nk,1,634464,3,82,Rock,249.95
Nashville,Charlie Puth,0,634464,8,87,Rock,79.5
Nashville,Metallica,0,634464,1,82,Metal,140.5
Nashville,Keith Urban,0,634464,8,77,Country,85
Nashville,J Balvin,0,634464,10,95,Hip-Hop/Rap,347
Boston,Bad Bunny,0,645966,8,95,Hip-Hop/Rap,140.5
Boston,Leon Bridges,0,645966,10,76,R&B,72.5
Boston,Drake,0,645966,9,99,Hip-Hop/Rap,195
Boston,Charlie Puth,0,645966,7,87,Rock,69
Boston,Childish Gambino,0,645966,9,87,Hip-Hop/Rap,125
Boston,Janelle Monae,1,645966,7,76,R&B,105.5
Boston,Cardi B,0,645966,9,93,Rock,170.5
Boston,Sam Smith,0,645966,6,86,Rock,120.5
Boston,Famous Dex,0,645966,6,80,Hip-Hop/Rap,25
Boston,Maroon,1,645966,10,88,Rock,195
Boston,Migos,0,645966,9,90,Hip-Hop/Rap,195
Boston,Cardi B,0,645966,9,93,Rock,170.5
Boston,Panic! At The Disco,0,645966,7,84,Rock,76.25
Boston,J Balvin,0,645966,10,95,Hip-Hop/Rap,346
Boston,Bruno Mars,0,645966,9,88,Rock,170.5
Boston,Bruno Mars,0,645966,9,88,Rock,170.5
Boston,Shawn Mendes,0,645966,8,93,Rock,694.5
Boston,Savage,0,645966,9,89,Dance/Electronic,30
Columbia,Imagine Dragons,1,646449,7,89,Rock,129.5
Denver,Sam Hunt,1,649495,8,76,Country,149.75
Denver,Luke Bryan,1,649495,8,79,Country,149.75
Denver,Dua Lipa,0,649495,6,92,Rock,35
Denver,Kenny Chesney,1,649495,6,76,Country,246
Seattle,Savage,0,652405,10,89,Dance/Electronic,30
Seattle,Anne-Marie,1,652405,8,88,Pop,115.5
Seattle,Kenny Chesney,1,652405,7,76,Country,275
Seattle,Childish Gambino,1,652405,9,87,Hip-Hop/Rap,124.5
Seattle,Leon Bridges,0,652405,9,76,R&B,49.5
Seattle,Ed Sheeran,1,652405,8,94,Pop,115.5
Seattle,Dua Lipa,1,652405,7,92,Rock,32
Seattle,Bad Bunny,0,652405,9,95,Hip-Hop/Rap,140.5
Seattle,Panic! At The Disco,0,652405,8,84,Rock,66.75
Seattle,Bazzi,1,652405,7,83,Pop,25
Seattle,Sam Smith,1,652405,9,86,Rock,121
Memphis,Adele,1,653450,6,83,Comedy,84.5
Memphis,Justin Timberlake,1,653450,1,85,Rock,225
El Paso,J Balvin,1,674433,9,95,Hip-Hop/Rap,343.25
El Paso,Metallica,0,674433,2,82,Metal,128.25
Detroit,Sam Hunt,0,688701,10,76,Country,149.75
Detroit,Sam Smith,0,688701,6,86,Rock,125
Detroit,Kenny Chesney,1,688701,8,76,Country,259
Detroit,Famous Dex,1,688701,6,80,Hip-Hop/Rap,25
Detroit,Anne-Marie,1,688701,9,88,Pop,116
Detroit,Cardi B,1,688701,9,93,Rock,195
Detroit,Luke Bryan,0,688701,10,79,Country,149.75
Detroit,Leon Bridges,0,688701,9,76,R&B,86.5
Detroit,Bad Bunny,0,688701,9,95,Hip-Hop/Rap,139
Detroit,Maroon,1,688701,9,88,Rock,149.5
Detroit,Migos,0,688701,8,90,Hip-Hop/Rap,179.5
Detroit,Panic! At The Disco,1,688701,7,84,Rock,70.75
Detroit,Cardi B,1,688701,9,93,Rock,195
Detroit,P!nk,1,688701,4,82,Rock,349.45
Detroit,Bruno Mars,1,688701,9,88,Rock,195
Detroit,Bazzi,0,688701,8,83,Pop,25
Detroit,P!nk,0,688701,4,82,Rock,499.45
Detroit,Drake,0,688701,8,99,Hip-Hop/Rap,179.5
Detroit,Bazzi,0,688701,8,83,Pop,25
Detroit,Bruno Mars,1,688701,9,88,Rock,195
Detroit,Shawn Mendes,1,688701,8,93,Rock,699
Detroit,Ed Sheeran,1,688701,9,94,Pop,116
Indianapolis,Bazzi,0,843393,6,83,Rock,150
Indianapolis,Taylor Swift,1,843393,9,89,Rock,1497
Indianapolis,Camila Cabello,1,843393,9,88,Rock,1497
Indianapolis,Panic! At The Disco,0,843393,7,84,Rock,70.75
Indianapolis,Metallica,1,843393,3,82,Metal,135
Indianapolis,Janelle Monae,1,843393,7,76,R&B,75
Indianapolis,Famous Dex,1,843393,6,80,Hip-Hop/Rap,149
Indianapolis,Halsey,0,843393,7,85,Rock,58.5
Indianapolis,MercyMe,0,843393,10,65,Rock,65
Indianapolis,Maroon,0,843393,9,88,Rock,160
Indianapolis,P!nk,0,843393,4,82,Rock,324.95
Indianapolis,Portugal. The Man,1,843393,7,78,Rock,49.5
Indianapolis,Grey,1,843393,8,82,Rock,75
Indianapolis,Justin Timberlake,0,843393,12,85,Rock,225
Austin,Bad Wolves,0,885400,8,68,Metal,100
Austin,Chris Brown,0,885400,6,90,R&B,149.99
Austin,Rich The Kid,0,885400,6,85,R&B,149.99
Austin,Rae Sremmurd,1,885400,8,87,Hip-Hop/Rap,97
Austin,Post Malone,1,885400,6,100,Hip-Hop/Rap,202
Austin,Savage,1,885400,6,89,Hip-Hop/Rap,202
San Jose,Panic! At The Disco,0,998537,8,84,Rock,66.75
San Jose,Childish Gambino,0,998537,10,87,Hip-Hop/Rap,125.5
San Jose,P!nk,0,998537,4,82,Rock,223.5
Dallas,Jason Aldean,1,1257676,7,79,Country,111.75
Dallas,Luke Combs,1,1257676,7,79,Country,111.75
Dallas,Luke Bryan,1,1257676,9,79,Country,101.75
Dallas,Chris Brown,1,1257676,7,90,R&B,187
Dallas,Famous Dex,1,1257676,7,80,Hip-Hop/Rap,25
Dallas,Niall Horan,0,1257676,7,78,Rock,155
Dallas,G-Eazy,0,1257676,8,88,Hip-Hop/Rap,99.5
Dallas,Cardi B,1,1257676,10,93,Rock,200
Dallas,Sam Smith,0,1257676,7,86,Rock,125
Dallas,Childish Gambino,1,1257676,9,87,Hip-Hop/Rap,129.5
Dallas,Rae Sremmurd,1,1257676,8,87,Hip-Hop/Rap,135
Dallas,Godsmack,1,1257676,8,71,Rock,99.5
Dallas,Migos,0,1257676,9,90,Hip-Hop/Rap,214.5
Dallas,Panic! At The Disco,1,1257676,8,84,Rock,70.75
Dallas,Cardi B,1,1257676,10,93,Rock,200
Dallas,P!nk,1,1257676,3,82,Rock,254.45
Dallas,Maroon,1,1257676,6,88,Rock,200
Dallas,Bruno Mars,1,1257676,10,88,Rock,200
Dallas,Maren Morris,0,1257676,7,82,Rock,155
Dallas,Bad Wolves,1,1257676,8,68,Metal,109.5
Dallas,Drake,0,1257676,9,99,Hip-Hop/Rap,214.5
Dallas,Bazzi,0,1257676,7,83,Pop,25
Dallas,Lil Uzi Vert,0,1257676,8,89,Hip-Hop/Rap,99.5
Dallas,Bruno Mars,1,1257676,10,88,Rock,200
Dallas,Shinedown,1,1257676,8,76,Rock,99.5
Dallas,Parkway Drive,0,1257676,9,70,Metal,27.5
Dallas,Shawn Mendes,1,1257676,7,93,Rock,699
Dallas,Dan + Shay,1,1257676,8,76,Country,101.25
Dallas,Justin Timberlake,0,1257676,1,85,Rock,250
San Diego,Savage,0,1355896,6,89,Hip-Hop/Rap,250
San Diego,Janelle Monae,0,1355896,6,76,R&B,79.5
San Diego,Leon Bridges,0,1355896,9,76,R&B,82
San Diego,Dua Lipa,0,1355896,6,92,Rock,35
San Diego,Anne-Marie,1,1355896,6,88,Classical,88
San Diego,Post Malone,0,1355896,6,100,Hip-Hop/Rap,250
San Diego,J Balvin,0,1355896,9,95,Hip-Hop/Rap,350
San Antonio,Bad Bunny,0,1409019,9,95,Hip-Hop/Rap,139
San Antonio,MercyMe,1,1409019,10,65,Rock,65
San Antonio,J Balvin,1,1409019,10,95,Hip-Hop/Rap,498
San Antonio,Justin Timberlake,1,1409019,1,85,Rock,250
San Antonio,P!nk,0,1409019,3,82,Rock,246.99
San Antonio,Maroon,0,1409019,6,88,Rock,149.5
San Antonio,Shawn Mendes,0,1409019,7,93,Rock,89.5
Phoenix,G-Eazy,0,1513367,8,88,Hip-Hop/Rap,89.5
Phoenix,Leon Bridges,0,1513367,9,76,R&B,56.5
Phoenix,NF,0,1513367,7,81,Hip-Hop/Rap,108.5
Phoenix,Chris Brown,1,1513367,6,90,R&B,169.99
Phoenix,Kenny Chesney,1,1513367,6,76,Country,200
Phoenix,Logic,0,1513367,7,88,Hip-Hop/Rap,108.5
Phoenix,Ty Dolla $ign,0,1513367,8,92,Hip-Hop/Rap,89.5
Phoenix,Lil Uzi Vert,0,1513367,8,89,Hip-Hop/Rap,89.5
Phoenix,Keith Urban,0,1513367,10,77,Country,108.25
Phoenix,Rich The Kid,1,1513367,6,85,R&B,169.99
Phoenix,Rae Sremmurd,0,1513367,8,87,Hip-Hop/Rap,99.5
Phoenix,Darius Rucker,0,1513367,8,71,Country,99
Phoenix,J Balvin,1,1513367,9,95,Hip-Hop/Rap,350
Phoenix,Charlie Puth,0,1513367,8,87,Rock,79
Philadelphia,BlocBoy JB,1,1553165,9,83,Undefined,750
Philadelphia,Taylor Swift,0,1553165,7,89,Rock,1496
Philadelphia,Ty Dolla $ign,1,1553165,9,92,Undefined,750
Philadelphia,Camila Cabello,0,1553165,7,88,Rock,1496
Philadelphia,Leon Bridges,1,1553165,10,76,R&B,55
Philadelphia,Leon Bridges,1,1553165,9,76,R&B,55
Philadelphia,Ed Sheeran,0,1553165,9,94,Pop,115.5
Philadelphia,Foster The People,1,1553165,6,77,Rock,65
Philadelphia,Anne-Marie,0,1553165,9,88,Pop,115.5
Philadelphia,Kenny Chesney,1,1553165,6,76,Country,250
Philadelphia,Nicki Minaj,1,1553165,9,91,Undefined,750
Philadelphia,Post Malone,1,1553165,9,100,Undefined,750
Philadelphia,Zedd,1,1553165,9,85,Undefined,750
Philadelphia,Rich The Kid,1,1553165,9,85,Undefined,750
Philadelphia,Kane Brown,1,1553165,9,77,Country,230
Philadelphia,The Chainsmokers,0,1553165,6,88,Dance/Electronic,45
Houston,Chris Stapleton,0,2195914,6,80,Rock,349.5
Houston,Camila Cabello,1,2195914,9,88,Rock,600
Houston,Taylor Swift,1,2195914,9,89,Rock,600
Houston,Parkway Drive,0,2195914,9,70,Metal,49.5
Houston,Ed Sheeran,1,2195914,11,94,Pop,125
Chicago,Florida Georgia Line,1,2718782,6,85,Country,150.5
Chicago,Florida Georgia Line,0,2718782,6,85,Country,599.5
Chicago,Sam Smith,0,2718782,8,86,Rock,125
Chicago,Foster The People,1,2718782,7,77,Rock,99.5
Chicago,Charlie Puth,0,2718782,7,87,Rock,79.5
Chicago,Janelle Monae,0,2718782,7,76,R&B,99.5
Chicago,Kenny Chesney,1,2718782,7,76,Country,285
Chicago,Childish Gambino,1,2718782,9,87,Hip-Hop/Rap,129.5
Chicago,Leon Bridges,1,2718782,9,76,R&B,69.5
Chicago,Drake,1,2718782,8,99,Hip-Hop/Rap,199.5
Chicago,Drake,0,2718782,8,99,Hip-Hop/Rap,199.5
Chicago,Ty Dolla $ign,0,2718782,8,92,Hip-Hop/Rap,79.5
Chicago,Adele,0,2718782,6,83,Comedy,123
Chicago,Zedd,1,2718782,6,85,Family,150
Chicago,Zedd,1,2718782,6,85,Family,150
Chicago,Justin Timberlake,0,2718782,10,85,Rock,275
Chicago,Ed Sheeran,0,2718782,10,94,Pop,115.5
Chicago,Migos,1,2718782,8,90,Hip-Hop/Rap,199.5
Chicago,Maroon,0,2718782,9,88,Rock,165
Chicago,Migos,0,2718782,8,90,Hip-Hop/Rap,199.5
Chicago,Bazzi,0,2718782,8,83,Pop,29.5
Chicago,Panic! At The Disco,0,2718782,7,84,Rock,80.75
Chicago,G-Eazy,0,2718782,8,88,Hip-Hop/Rap,79.5
Los Angeles,Charlie Puth,0,3884307,8,87,Rock,99.5
Los Angeles,Janelle Monae,0,3884307,6,76,R&B,105
Los Angeles,Famous Dex,0,3884307,6,80,Hip-Hop/Rap,27.5
Los Angeles,Niall Horan,0,3884307,8,78,Rock,150
Los Angeles,Maren Morris,0,3884307,8,82,Rock,150
Los Angeles,Luke Bryan,1,3884307,7,79,Country,149.75
Los Angeles,Leon Bridges,0,3884307,9,76,R&B,76.5
Los Angeles,Grey,1,3884307,9,82,Rock,30
Los Angeles,Maren Morris,0,3884307,8,82,Rock,165
Los Angeles,Niall Horan,0,3884307,8,78,Rock,165
Los Angeles,The Chainsmokers,0,3884307,6,88,Dance/Electronic,91.5
Los Angeles,Sam Hunt,1,3884307,7,76,Country,149.75
Los Angeles,The Chainsmokers,0,3884307,6,88,Dance/Electronic,59.5